transaction_id,account_id,transaction_date,transaction_type,amount,merchant,channel,description
TXN0000545,1121,2025-10-11T02:19:27,TRANSFER,189.17,Netflix,ATM,Recurring charge
TXN0000546,1047,2025-09-09T17:17:34,PAYMENT,392.06,  WALMART  ,BRANCH,ATM cash out
TXN0000547,1039,2025-08-20T21:32:54,PAYMENT,81.84,Home Depot,BRANCH,Interest credit
TXN0000548,1020,2025-08-24T16:00:41,PAYMENT,-598.82,Target,MOBILE,Card swipe
TXN0000549,1109,2025-05-17T12:18:53,TRANSFER,205.61,Whole Foods,WIRE,Monthly subscription
TXN0000550,1130,2025-12-06T18:36:03,PAYMENT,-260.94,Uber,ATM,Service fee
TXN0000551,1065,2026-02-11T14:06:39,FEE,-8.68,  WHOLE FOODS  ,BRANCH,Direct deposit
TXN0000552,1046,2025-08-23T14:16:33,PAYMENT,-1364.22,Netflix,ATM,Recurring charge
TXN0000553,1116,2026-04-21T13:25:24,INTEREST,2255.24,Kroger,MOBILE,ATM cash out
TXN0000554,1047,2026-01-16T12:37:28,DEPOSIT,3737.68,Costco,ONLINE,Interest credit
TXN0000555,1136,2026-01-09T16:30:29,DEPOSIT,39.18,  WALMART  ,BRANCH,Bill payment
TXN0000556,1103,2025-08-25T14:18:01,INTEREST,4829.36,Costco,WIRE,Recurring charge
TXN0000557,1092,2026-03-08T11:47:42,INTEREST,3372.28,CVS,ATM,Monthly subscription
TXN0000558,1032,2026-01-25T07:29:33,WITHDRAWAL,-47.47,Walmart,MOBILE,Online purchase
TXN0000559,1053,2026-03-23T00:50:41,PAYMENT,445.87,Home Depot,WIRE,ATM cash out
TXN0000560,1022,2025-05-08T11:20:51,TRANSFER,809.16,Target,ONLINE,Direct deposit
TXN0000561,1039,2026-03-29T21:53:01,INTEREST,3515.96,Uber,BRANCH,Recurring charge
TXN0000562,1062,2026-03-19T19:56:18,WITHDRAWAL,-603.77,,BRANCH,Online purchase
TXN0000563,1085,2026-01-31T22:30:24,DEPOSIT,522.29,,BRANCH,Interest credit
TXN0000564,1126,2025-08-20T22:12:54,INTEREST,2897.52,CVS,ONLINE,Bill payment
TXN0000565,1102,2026-01-18T13:38:36,PAYMENT,40.07,CVS,BRANCH,ATM cash out
TXN0000566,1015,2025-05-24T15:57:41,FEE,-5.86,Costco,ATM,Interest credit
TXN0000567,1121,2026-01-25T21:18:20,DEPOSIT,2479.0,Home Depot,BRANCH,Online purchase
TXN0000568,1041,2025-07-29T03:21:28,TRANSFER,678.63,Uber,WIRE,ATM cash out
TXN0000569,1086,2025-06-19T22:29:11,FEE,-43.41,CVS,ATM,Interest credit
TXN0000570,1106,2026-03-06T14:15:26,INTEREST,3265.98,Apple,MOBILE,Recurring charge
TXN0000571,1053,2025-06-19T03:16:01,TRANSFER,572.09,Walmart,MOBILE,ATM cash out
TXN0000572,1040,2025-11-07T17:51:04,FEE,-27.15,Kroger,ATM,ATM cash out
TXN0000573,1053,2025-08-09T06:54:24,FEE,-7.12,Amazon,ATM,Direct deposit
TXN0000574,1044,2025-06-13T06:16:14,FEE,-6.44,Walmart,WIRE,ATM cash out
TXN0000575,1030,2026-02-28T19:39:57,FEE,-15.08,Starbucks,ATM,Online purchase
TXN0000576,1142,2026-01-23T00:31:47,TRANSFER,1188.95,,WIRE,Recurring charge
TXN0000577,1026,2026-03-22T20:15:08,INTEREST,261.61,Uber,ONLINE,Monthly subscription
TXN0000578,1026,2025-06-14T20:23:34,FEE,-6.89,Walmart,MOBILE,Service fee
TXN0000579,1040,2025-11-09T13:20:26,INTEREST,1467.69,Uber,ONLINE,Direct deposit
TXN0000580,1093,2025-10-17T12:47:14,TRANSFER,957.48,Walmart,BRANCH,Online purchase
TXN0000581,1062,2025-08-11T07:26:43,PAYMENT,-476.04,Whole Foods,ATM,Interest credit
TXN0000582,1092,2025-11-21T16:41:54,INTEREST,3328.33,Target,BRANCH,ATM cash out
TXN0000583,1035,2026-03-27T00:51:18,PAYMENT,-259.77,Netflix,WIRE,Service fee
TXN0000584,1007,2025-11-16T22:02:21,PAYMENT,-1063.25,Amazon,ONLINE,Monthly subscription
TXN0000585,1086,2025-05-23T20:55:34,TRANSFER,-295.05,Kroger,BRANCH,Online purchase
TXN0000586,1038,2026-03-06T07:52:45,FEE,-7.6,Home Depot,WIRE,Wire transfer
TXN0000587,1107,2025-08-26T04:29:46,PAYMENT,1157.35,CVS,ATM,Service fee
TXN0000588,1002,2026-01-26T23:13:23,TRANSFER,1200.63,Costco,BRANCH,Bill payment
TXN0000589,1052,2026-01-25T20:54:02,FEE,-33.1,Costco,ATM,Interest credit
TXN0000590,1050,2026-02-05T14:24:34,TRANSFER,-1247.16,Whole Foods,MOBILE,Card swipe
TXN0000591,1138,2025-11-18T11:12:08,TRANSFER,-858.8,Whole Foods,ATM,Direct deposit
TXN0000592,1005,2025-08-01T17:26:59,DEPOSIT,4452.69,Whole Foods,ATM,Interest credit
TXN0000593,1129,2025-09-21T20:24:54,DEPOSIT,3662.61,,ATM,Card swipe
TXN0000594,1090,2025-10-21T06:31:51,DEPOSIT,248.19,Home Depot,ATM,Recurring charge
TXN0000595,1001,2025-12-11T20:50:50,PAYMENT,-483.06,Shell,WIRE,Card swipe
TXN0000596,1059,2026-02-01T14:55:35,TRANSFER,-602.4,Home Depot,WIRE,Direct deposit
TXN0000597,1096,2025-12-12T04:04:22,FEE,-38.19,Walmart,MOBILE,Service fee
TXN0000598,1116,2025-05-31T19:48:10,DEPOSIT,741.3,Netflix,ONLINE,Online purchase
TXN0000599,1108,2026-01-17T20:26:32,WITHDRAWAL,-962.98,Uber,WIRE,Interest credit
TXN0000600,1143,2025-08-10T09:48:12,FEE,-40.05,,WIRE,Bill payment
TXN0000601,1108,2025-10-08T21:59:52,PAYMENT,567.05,Uber,MOBILE,Direct deposit
TXN0000602,1129,2026-01-28T14:38:45,WITHDRAWAL,-979.83,Uber,WIRE,Card swipe
TXN0000603,1030,2025-06-29T21:51:06,INTEREST,1071.09,  UBER  ,WIRE,Service fee
TXN0000604,1030,2025-12-08T01:14:01,FEE,-43.35,Walmart,ATM,Online purchase
TXN0000605,1133,2025-08-25T18:35:19,WITHDRAWAL,-253.13,Starbucks,ATM,Bill payment
TXN0000606,1007,2026-04-28T19:48:04,WITHDRAWAL,-301.44,Costco,ATM,Wire transfer
TXN0000607,1055,2025-11-28T15:25:03,WITHDRAWAL,-1641.87,  UBER  ,ATM,Monthly subscription
TXN0000608,1011,2026-04-14T15:17:08,PAYMENT,-56.47,Starbucks,ATM,Interest credit
TXN0000609,1121,2025-11-12T00:44:24,INTEREST,4170.08,Target,BRANCH,Bill payment
TXN0000610,1114,2025-12-28T15:16:56,WITHDRAWAL,-1735.36,Apple,WIRE,Interest credit
TXN0000611,1099,2026-01-15T08:59:22,WITHDRAWAL,-1802.48,Apple,BRANCH,Wire transfer
TXN0000612,1022,2026-02-23T15:47:16,WITHDRAWAL,-1420.27,Costco,ATM,Card swipe
TXN0000613,1031,2025-11-26T10:15:43,INTEREST,2801.17,Shell,WIRE,Online purchase
TXN0000614,1145,2025-05-07T05:57:42,FEE,-13.52,Uber,ONLINE,Card swipe
TXN0000615,1046,2026-01-29T00:50:01,DEPOSIT,1382.06,Shell,WIRE,Bill payment
TXN0000616,1021,2025-11-06T20:51:38,FEE,-32.31,Netflix,ONLINE,Service fee
TXN0000617,1111,2025-11-21T00:24:03,WITHDRAWAL,-841.57,,ATM,Interest credit
TXN0000618,1065,2025-08-18T19:40:15,DEPOSIT,582.08,Walmart,MOBILE,Direct deposit
TXN0000619,1065,2025-05-22T21:06:56,DEPOSIT,779.59,Netflix,WIRE,Service fee
TXN0000620,1046,2025-09-01T07:00:09,DEPOSIT,3569.37,Starbucks,MOBILE,Interest credit
TXN0000621,1082,2026-04-14T07:57:42,TRANSFER,-373.46,,ONLINE,Online purchase
TXN0000622,1051,2025-11-13T12:41:37,WITHDRAWAL,-1509.22,Costco,WIRE,Interest credit
TXN0000623,1029,2025-05-25T10:06:53,TRANSFER,-1318.1,Uber,BRANCH,Online purchase
TXN0000624,1104,2025-05-07T05:34:38,INTEREST,1176.36,,ATM,Card swipe
TXN0000625,1025,2025-08-26T07:11:50,WITHDRAWAL,-1530.7,Home Depot,WIRE,Interest credit
TXN0000626,1114,2025-06-24T06:57:24,DEPOSIT,4232.93,Whole Foods,ATM,Card swipe
TXN0000627,1043,2025-12-01T14:23:38,WITHDRAWAL,-1084.32,Netflix,BRANCH,Online purchase
TXN0000628,1000,2025-07-04T00:06:37,PAYMENT,1383.34,Costco,ONLINE,Online purchase
TXN0000629,1123,2026-01-19T02:02:19,TRANSFER,293.6,,BRANCH,Service fee
TXN0000630,1054,2026-02-11T01:41:03,FEE,-42.83,  STARBUCKS  ,WIRE,Recurring charge
TXN0000631,1017,2025-06-23T05:38:05,TRANSFER,-1230.85,CVS,WIRE,Wire transfer
TXN0000632,1110,2026-01-19T21:38:31,WITHDRAWAL,-1228.68,Kroger,ATM,Wire transfer
TXN0000633,1115,2025-10-25T13:38:25,TRANSFER,-762.22,Apple,WIRE,Service fee
TXN0000634,1004,2025-04-30T19:05:03,INTEREST,677.29,,WIRE,Bill payment
TXN0000635,1001,2026-01-25T11:45:24,DEPOSIT,3366.8,Netflix,BRANCH,Interest credit
TXN0000636,1137,2025-11-25T04:34:32,DEPOSIT,3938.65,Home Depot,ONLINE,Bill payment
TXN0000637,1031,2025-09-16T00:28:57,TRANSFER,1416.12,Netflix,BRANCH,Direct deposit
TXN0000638,1002,2025-07-13T22:48:18,DEPOSIT,2318.84,,BRANCH,Online purchase
TXN0000639,1056,2026-01-30T10:12:08,INTEREST,108.71,Starbucks,ATM,ATM cash out
TXN0000640,1023,2025-07-29T23:26:32,FEE,-33.14,Kroger,BRANCH,Service fee
TXN0000641,1009,2025-07-20T04:49:32,TRANSFER,-21.49,CVS,ONLINE,ATM cash out
TXN0000642,1101,2025-07-05T04:57:42,DEPOSIT,4350.88,Costco,WIRE,ATM cash out
TXN0000643,1144,2025-12-14T10:05:28,INTEREST,3415.09,Costco,MOBILE,Monthly subscription
TXN0000644,1032,2025-07-27T12:47:21,TRANSFER,1300.69,,WIRE,Wire transfer
TXN0000645,1049,2025-12-24T15:09:00,INTEREST,125.36,CVS,ATM,Card swipe
TXN0000646,1116,2026-01-07T10:43:09,DEPOSIT,4690.07,Home Depot,ONLINE,Service fee
TXN0000647,1110,2025-11-08T11:05:28,PAYMENT,-677.89,Home Depot,ATM,Card swipe
TXN0000648,1011,2025-11-22T18:25:24,INTEREST,1130.5,Starbucks,BRANCH,Service fee
TXN0000649,1001,2026-03-09T16:03:25,PAYMENT,-916.18,Walmart,ONLINE,ATM cash out
TXN0000650,1108,2025-08-28T16:55:14,DEPOSIT,4585.81,Shell,ONLINE,Monthly subscription
TXN0000651,1007,2025-12-29T05:30:43,PAYMENT,-204.15,Amazon,ATM,Wire transfer
TXN0000652,1063,2026-03-15T02:10:55,DEPOSIT,2373.15,Apple,ATM,Card swipe
TXN0000653,1060,2025-06-06T03:42:57,DEPOSIT,3880.99,Costco,BRANCH,Recurring charge
TXN0000654,1031,2025-05-12T22:47:08,DEPOSIT,4872.88,,BRANCH,Service fee
TXN0000655,1016,2025-08-25T01:54:50,WITHDRAWAL,-142.76,Kroger,WIRE,Interest credit
TXN0000656,1016,2026-03-26T01:54:55,DEPOSIT,3391.05,Whole Foods,BRANCH,Interest credit
TXN0000657,1024,2026-03-01T19:47:49,FEE,-38.84,Shell,WIRE,Online purchase
TXN0000658,1116,2025-12-26T11:38:49,PAYMENT,-107.37,Netflix,ONLINE,Service fee
TXN0000659,1006,2025-06-08T21:08:13,PAYMENT,51.64,Costco,ONLINE,Recurring charge
TXN0000660,1017,2025-06-17T22:14:01,FEE,-40.52,Shell,WIRE,Wire transfer
TXN0000661,1090,2025-08-02T10:20:43,PAYMENT,-55.8,Costco,MOBILE,Online purchase
TXN0000662,1015,2026-01-08T02:19:50,WITHDRAWAL,-637.1,Netflix,ATM,Wire transfer
TXN0000663,1149,2025-12-20T07:26:18,FEE,-39.9,Target,ATM,Wire transfer
TXN0000664,1094,2025-05-22T06:14:21,DEPOSIT,2593.23,Home Depot,MOBILE,Card swipe
TXN0000665,1143,2026-01-03T18:24:12,DEPOSIT,2116.09,Shell,MOBILE,Monthly subscription
TXN0000666,1087,2025-10-28T12:30:21,WITHDRAWAL,-1342.36,CVS,WIRE,Service fee
TXN0000667,1148,2025-09-04T14:57:05,FEE,-48.34,Costco,MOBILE,Monthly subscription
TXN0000668,1116,2025-05-01T10:27:33,DEPOSIT,2484.69,,MOBILE,ATM cash out
TXN0000669,1119,2026-03-12T09:06:47,FEE,-14.59,Uber,ATM,Interest credit
TXN0000670,1052,2025-05-28T15:13:27,PAYMENT,-947.27,Amazon,ATM,Online purchase
TXN0000671,1142,2025-12-13T10:59:34,DEPOSIT,720.59,Uber,ATM,Online purchase
TXN0000672,1007,2025-08-09T18:00:22,WITHDRAWAL,-411.69,Target,MOBILE,Service fee
TXN0000673,1141,2025-08-09T16:02:47,WITHDRAWAL,-373.51,Amazon,ONLINE,Online purchase
TXN0000674,1035,2025-06-12T02:18:22,PAYMENT,464.61,,ATM,ATM cash out
TXN0000675,1078,2025-07-05T13:11:20,PAYMENT,-779.55,Kroger,WIRE,Recurring charge
TXN0000676,1111,2025-06-19T19:05:41,INTEREST,336.23,Target,MOBILE,ATM cash out
TXN0000677,1136,2026-01-02T01:16:55,PAYMENT,583.06,Apple,MOBILE,Online purchase
TXN0000678,1048,2025-05-20T16:24:34,FEE,-18.24,Target,ATM,Direct deposit
TXN0000679,1130,2026-02-28T17:36:35,FEE,-44.86,Shell,BRANCH,Recurring charge
TXN0000680,1016,2026-02-15T17:05:50,WITHDRAWAL,-1027.06,Kroger,WIRE,Service fee
TXN0000681,1127,2025-11-20T01:47:17,FEE,-25.89,Apple,BRANCH,Bill payment
TXN0000682,1121,2025-12-12T19:06:45,TRANSFER,243.56,Home Depot,ONLINE,ATM cash out
TXN0000683,1056,2025-08-26T20:07:03,WITHDRAWAL,-915.12,Shell,BRANCH,Interest credit
TXN0000684,1146,2025-06-01T22:00:37,WITHDRAWAL,-1872.29,Apple,MOBILE,Monthly subscription
TXN0000685,1075,2025-10-27T16:28:23,PAYMENT,56.46,Shell,WIRE,Recurring charge
TXN0000686,1086,2026-03-08T10:31:30,PAYMENT,-146.55,Netflix,BRANCH,Service fee
TXN0000687,1069,2026-01-05T15:08:35,PAYMENT,-1425.85,Uber,ONLINE,Service fee
TXN0000688,1021,2025-05-30T08:29:41,TRANSFER,1027.81,Whole Foods,ATM,ATM cash out
TXN0000689,1025,2025-09-06T14:50:54,DEPOSIT,366.03,Amazon,MOBILE,Service fee
TXN0000690,1064,2025-08-14T14:11:42,TRANSFER,735.63,Kroger,MOBILE,Recurring charge
TXN0000691,1035,2025-08-09T09:57:31,INTEREST,3701.71,,ONLINE,Wire transfer
TXN0000692,1072,2026-03-15T04:18:09,TRANSFER,849.38,Netflix,WIRE,Online purchase
TXN0000693,1120,2026-04-01T02:43:44,INTEREST,2568.11,Kroger,BRANCH,ATM cash out
TXN0000694,1058,2025-12-13T23:16:13,INTEREST,3748.19,Uber,WIRE,Bill payment
TXN0000695,1118,2025-10-13T12:38:24,TRANSFER,875.74,Apple,BRANCH,ATM cash out
TXN0000696,1112,2025-12-10T06:46:07,PAYMENT,1058.83,Amazon,MOBILE,Wire transfer
TXN0000697,1002,2025-09-14T17:41:36,PAYMENT,931.2,,ATM,ATM cash out
TXN0000698,1107,2026-01-23T04:05:59,PAYMENT,557.29,Netflix,WIRE,Wire transfer
TXN0000699,1083,2025-06-23T00:49:47,FEE,-6.05,  KROGER  ,MOBILE,Service fee
TXN0000700,1145,2025-12-22T01:27:14,INTEREST,3997.74,,WIRE,Interest credit
TXN0000701,1097,2025-07-12T03:26:37,WITHDRAWAL,-1898.41,Walmart,BRANCH,Monthly subscription
TXN0000702,1084,2025-06-05T05:04:25,FEE,-48.29,Home Depot,MOBILE,Monthly subscription
TXN0000703,1141,2025-05-10T10:09:10,WITHDRAWAL,-83.48,CVS,MOBILE,ATM cash out
TXN0000704,1017,2025-11-19T15:43:19,PAYMENT,-648.55,Shell,ONLINE,Bill payment
TXN0000705,1014,2026-04-18T08:03:59,TRANSFER,55.6,Target,BRANCH,Interest credit
TXN0000706,1040,2025-05-26T16:55:03,DEPOSIT,654.4,Netflix,BRANCH,ATM cash out
TXN0000707,1033,2026-01-30T14:37:07,WITHDRAWAL,-633.32,,BRANCH,Direct deposit
TXN0000708,1147,2025-10-25T05:47:02,TRANSFER,262.48,Whole Foods,ATM,ATM cash out
TXN0000709,1001,2025-10-02T01:09:27,WITHDRAWAL,-902.55,,WIRE,ATM cash out
TXN0000710,1134,2025-11-06T16:03:57,TRANSFER,1230.91,,BRANCH,Bill payment
TXN0000711,1147,2026-04-21T20:43:48,DEPOSIT,3689.08,Starbucks,BRANCH,Service fee
TXN0000712,1076,2025-10-08T04:34:19,PAYMENT,339.08,Kroger,MOBILE,Direct deposit
TXN0000713,1110,2025-12-06T19:52:42,PAYMENT,-346.01,Home Depot,ONLINE,Interest credit
TXN0000714,1011,2025-12-29T22:09:35,WITHDRAWAL,-1773.37,Target,WIRE,Wire transfer
TXN0000715,1017,2025-07-23T08:57:43,INTEREST,3635.42,,BRANCH,Interest credit
TXN0000716,1141,2025-11-11T21:18:02,DEPOSIT,4976.63,Walmart,ATM,Interest credit
TXN0000717,1115,2025-05-10T09:01:43,WITHDRAWAL,-520.48,  WHOLE FOODS  ,ONLINE,Bill payment
TXN0000718,1097,2025-07-14T11:58:21,TRANSFER,737.87,,BRANCH,Online purchase
TXN0000719,1002,2025-06-22T00:05:28,TRANSFER,-1155.95,,ATM,Bill payment
TXN0000720,1124,2026-02-01T03:03:43,PAYMENT,-1295.29,Whole Foods,BRANCH,Direct deposit
TXN0000721,1120,2025-12-21T17:32:36,TRANSFER,1024.69,Target,ONLINE,Direct deposit
TXN0000722,1075,2026-01-15T17:49:42,DEPOSIT,2677.92,Netflix,ONLINE,Wire transfer
TXN0000723,1039,2026-04-11T16:27:08,PAYMENT,-425.74,Shell,WIRE,ATM cash out
TXN0000724,1113,2026-01-03T22:39:59,INTEREST,248.3,Home Depot,ONLINE,Interest credit
TXN0000725,1078,2025-09-23T13:34:52,PAYMENT,-1342.75,  AMAZON  ,MOBILE,ATM cash out
TXN0000726,1095,2025-05-05T15:42:31,WITHDRAWAL,-415.97,Amazon,ATM,ATM cash out
TXN0000727,1016,2026-03-18T12:21:40,WITHDRAWAL,-1918.32,Walmart,MOBILE,Direct deposit
TXN0000728,1011,2025-09-04T01:10:46,PAYMENT,37.5,,ATM,Card swipe
TXN0000729,1048,2025-10-13T04:08:00,FEE,-14.32,Whole Foods,ONLINE,ATM cash out
TXN0000730,1054,2026-01-08T23:39:15,DEPOSIT,1789.32,  TARGET  ,ATM,Online purchase
TXN0000731,1099,2025-08-16T03:24:47,WITHDRAWAL,-928.38,Walmart,WIRE,Service fee
TXN0000732,1011,2025-12-18T13:51:52,DEPOSIT,4428.45,Netflix,BRANCH,Monthly subscription
TXN0000733,1137,2025-12-31T00:10:16,FEE,-12.72,Walmart,BRANCH,Direct deposit
TXN0000734,1085,2026-01-22T01:07:49,WITHDRAWAL,-1278.0,,ATM,Bill payment
TXN0000735,1017,2025-12-13T04:56:21,TRANSFER,-1447.05,,BRANCH,Interest credit
TXN0000736,1130,2025-05-05T03:53:14,INTEREST,3711.65,Whole Foods,MOBILE,Online purchase
TXN0000737,1031,2025-12-26T16:38:23,TRANSFER,-790.81,Netflix,ONLINE,Online purchase
TXN0000738,1035,2025-07-18T09:00:33,TRANSFER,-3.82,Shell,ONLINE,ATM cash out
TXN0000739,1113,2026-01-04T22:48:21,INTEREST,4387.89,Target,ONLINE,Card swipe
TXN0000740,1106,2026-03-24T22:00:17,INTEREST,4065.43,  KROGER  ,ATM,Service fee
TXN0000741,1062,2026-04-21T09:22:49,WITHDRAWAL,-1087.84,,MOBILE,ATM cash out
TXN0000742,1097,2025-05-25T02:16:22,FEE,-19.47,Uber,BRANCH,Monthly subscription
TXN0000743,1049,2025-06-17T18:18:48,DEPOSIT,3175.49,Target,ONLINE,Direct deposit
TXN0000744,1140,2025-10-28T09:26:51,WITHDRAWAL,-487.89,Walmart,ATM,Direct deposit
TXN0000745,1050,2025-08-18T19:40:54,WITHDRAWAL,-859.55,Costco,WIRE,Bill payment
TXN0000746,1051,2025-09-16T15:32:47,TRANSFER,1087.28,Uber,BRANCH,Interest credit
TXN0000747,1042,2025-10-15T07:51:53,PAYMENT,-175.87,Whole Foods,MOBILE,Bill payment
TXN0000748,1005,2026-04-22T21:18:19,PAYMENT,-217.81,Walmart,ATM,Recurring charge
TXN0000749,1137,2025-10-27T01:32:33,WITHDRAWAL,-1114.65,Target,ATM,Bill payment
TXN0000750,1072,2025-06-22T01:43:46,PAYMENT,186.43,Uber,BRANCH,ATM cash out
TXN0000751,1039,2025-11-10T10:51:37,WITHDRAWAL,-28.28,,ATM,Bill payment
TXN0000752,1103,2025-11-06T02:56:49,PAYMENT,1320.85,CVS,ATM,Recurring charge
TXN0000753,1018,2025-06-17T08:12:52,PAYMENT,1155.0,,BRANCH,Recurring charge
TXN0000754,1041,2026-02-15T21:12:32,WITHDRAWAL,-1530.64,Starbucks,ATM,Card swipe
TXN0000755,1125,2025-09-26T15:33:55,INTEREST,3445.56,CVS,BRANCH,ATM cash out
TXN0000756,1062,2025-09-17T08:37:31,PAYMENT,-1396.48,,ONLINE,Direct deposit
TXN0000757,1066,2025-08-04T02:04:23,FEE,-25.5,Home Depot,WIRE,Recurring charge
TXN0000758,1041,2026-04-21T01:58:03,DEPOSIT,592.49,Walmart,BRANCH,Interest credit
TXN0000759,1020,2025-10-11T06:07:54,FEE,-45.95,,MOBILE,Interest credit
TXN0000760,1064,2025-09-25T15:50:54,INTEREST,1518.08,Whole Foods,WIRE,Wire transfer
TXN0000761,1105,2026-02-25T15:17:09,INTEREST,4348.4,Walmart,ATM,Direct deposit
TXN0000762,1068,2025-08-27T15:42:12,INTEREST,1055.53,CVS,ONLINE,Direct deposit
TXN0000763,1125,2025-11-19T21:00:01,DEPOSIT,493.38,Kroger,BRANCH,Wire transfer
TXN0000764,1110,2025-07-15T21:41:06,WITHDRAWAL,-369.27,Target,BRANCH,Direct deposit
TXN0000765,1128,2025-07-21T13:19:38,DEPOSIT,2258.8,,MOBILE,ATM cash out
TXN0000766,1015,2026-04-15T09:47:47,INTEREST,921.82,Kroger,BRANCH,Bill payment
TXN0000767,1027,2025-06-17T10:06:59,INTEREST,838.97,Starbucks,ATM,Monthly subscription
TXN0000768,1087,2026-02-19T08:41:12,DEPOSIT,2932.38,Uber,ONLINE,Online purchase
TXN0000769,1015,2026-03-02T11:56:38,TRANSFER,755.4,Amazon,ONLINE,Monthly subscription
TXN0000770,1054,2026-02-19T16:25:35,FEE,-40.63,Netflix,ATM,Bill payment
TXN0000771,1121,2026-04-10T16:49:11,TRANSFER,313.11,Apple,ATM,Service fee
TXN0000772,1061,2025-09-15T06:25:58,TRANSFER,495.23,Netflix,ATM,Monthly subscription
TXN0000773,1000,2026-04-09T20:29:07,PAYMENT,1111.62,Netflix,MOBILE,Online purchase
TXN0000774,1031,2025-08-04T12:32:19,FEE,-17.58,CVS,ATM,Bill payment
TXN0000775,1121,2026-01-02T19:16:25,FEE,-23.59,  SHELL  ,ATM,Online purchase
TXN0000776,1092,2025-10-19T13:14:00,DEPOSIT,4848.29,CVS,MOBILE,Recurring charge
TXN0000777,1124,2025-10-13T04:28:07,PAYMENT,717.61,Kroger,BRANCH,Monthly subscription
TXN0000778,1098,2025-11-17T23:15:30,TRANSFER,321.52,CVS,WIRE,Card swipe
TXN0000779,1008,2026-01-16T09:23:38,WITHDRAWAL,-1005.89,Walmart,WIRE,Bill payment
TXN0000780,1043,2025-08-01T13:21:56,PAYMENT,1365.15,Uber,MOBILE,ATM cash out
TXN0000781,1043,2026-02-01T23:24:53,INTEREST,3502.55,Walmart,ONLINE,Direct deposit
TXN0000782,1083,2026-01-13T14:56:32,PAYMENT,798.93,Shell,BRANCH,Monthly subscription
TXN0000783,1034,2026-01-23T15:53:57,FEE,-33.51,Uber,ATM,ATM cash out
TXN0000784,1147,2026-02-02T15:03:03,FEE,-7.91,Apple,BRANCH,Card swipe
TXN0000785,1111,2025-06-12T06:09:37,WITHDRAWAL,-462.63,Walmart,ONLINE,Service fee
TXN0000786,1048,2026-03-27T09:36:53,INTEREST,4710.62,Costco,ATM,Interest credit
TXN0000787,1147,2025-07-12T17:36:06,INTEREST,18.38,Amazon,BRANCH,Interest credit
TXN0000788,1081,2026-03-05T08:31:36,TRANSFER,892.55,,MOBILE,Card swipe
TXN0000789,1056,2025-08-30T16:38:45,DEPOSIT,1982.61,Whole Foods,MOBILE,Wire transfer
TXN0000790,1056,2025-06-25T15:36:48,PAYMENT,539.94,Target,ONLINE,Recurring charge
TXN0000791,1081,2026-03-25T04:51:00,TRANSFER,7.13,CVS,WIRE,Bill payment
TXN0000792,1055,2026-03-10T15:42:22,PAYMENT,-625.51,Netflix,ATM,Direct deposit
TXN0000793,1053,2025-05-20T09:57:12,INTEREST,4672.82,Shell,MOBILE,Bill payment
TXN0000794,1100,2025-06-30T19:47:18,TRANSFER,1453.17,Home Depot,ONLINE,Card swipe
TXN0000795,1100,2026-02-18T06:24:29,TRANSFER,-232.69,Uber,BRANCH,Interest credit
TXN0000796,1018,2025-07-14T18:23:27,FEE,-37.7,Starbucks,WIRE,Interest credit
TXN0000797,1024,2026-03-08T15:48:46,WITHDRAWAL,-660.37,Kroger,ONLINE,Wire transfer
TXN0000798,1117,2025-11-03T08:40:57,INTEREST,826.84,Target,ATM,Direct deposit
TXN0000799,1053,2025-05-03T13:07:16,WITHDRAWAL,-1612.63,Shell,ATM,Recurring charge
TXN0000800,1026,2025-06-26T07:46:57,INTEREST,3929.64,,BRANCH,Interest credit
